NodeId	d_1	d_2	clu	clo	n_triad	eig1	eig2
1006	6	65	0	0	0	0.011002	0.013515
1007	7	82	0.19048	0.086022	4	0.014787	0.017609
1008	8	90	0.071429	0.042105	2	0.012251	0.016817
1009	9	91	0.11111	0.08	4	0.012418	0.016803
1010	9	84	0.055556	0.044944	2	0.0107	0.015175
1011	7	80	0	0	0	0.010562	0.014989
1012	7	67	0.047619	0.027778	1	0.010278	0.013285
1013	7	73	0	0	0	0.011532	0.014277
1014	5	42	0.1	0.043478	1	0.0053256	0.0071695
1015	7	57	0.095238	0.064516	2	0.0069838	0.009597
1016	9	79	0.027778	0.02381	1	0.011149	0.014853
1017	12	134	0.075758	0.065359	5	0.020957	0.025826
1018	18	189	0.058824	0.082569	9	0.03456	0.038923
1019	12	180	0.030303	0.020513	2	0.028925	0.037031
1020	13	174	0.064103	0.050761	5	0.030935	0.036628
1021	12	143	0.12121	0.091429	8	0.031033	0.032615
1022	11	127	0.090909	0.064516	5	0.022785	0.025033
1023	14	154	0.054945	0.050761	5	0.031599	0.031731
